Q_Ah,Re_Ztr_ohm
0.04888860752059862,0.1007942277950597
0.14613375867197143,0.28951055690928457
0.24328141444842227,0.09413571783256154
0.3405492656196747,0.09842879561426521
0.4377522865610178,0.04560356363081528
0.5349263393580413,0.048100147692756834
0.6322389996916837,0.057533184596746244
0.7293647543277446,0.057830107829652436
